ID,Hakfa_FHL_Unicode,Hanzi,Hakfa_HanLo,Taigi_FHL_Unicode,Taigi_HanLo,Hua-gi
15318,vuk-kok-sa̍k,vukkok sa̍k,屋角石,chhùkak chio̍h,厝角石,屋角石
15319,vuk-mî,vuk mî,屋尾,chhù bóe,厝尾,屋子的背後
15320,vuk-mùn,vuk mùn,屋門,chhù mn̂g,厝門,屋門
15321,vuk-ngá,vuk ngá,屋瓦,chhù hiā,厝瓦,屋瓦
15322,vuk-ngoi,vuk ngoi,屋外,chhù gōa,厝外,屋外
15323,vuk-nui,vuk nui,屋內,chhù lāi,厝內,屋內
15324,vuk-sa,vuksa,屋舍,chhùthe̍h,厝宅,房舍
15325,vuk-sùn,vuk sùn,屋脣,chhù ê piⁿ'á,厝ê邊á,屋旁
15326,vuk-táng,vuktáng,屋頂,chhùténg,厝頂,屋頂
15327,vuk-tú,vuk tú,屋肚,chhù ni̍h,厝裡,屋裡
15328,vuk-tung,vuktung,屋棟,chhù chit,厝脊,屋脊
15329,vuk-yàm,vukyàm,屋簷,gîmchîⁿ,gîm簷,屋簷
15330,vuk-yàm-tiâu,vukyàmtiâu,屋簷烏,chhùchiáu'á,厝鳥á,屋簷烏
15331,vûn-chhièn,vûnchhièn,溫泉,unchôaⁿ,溫泉,溫泉
15332,vun-chhṳ,vun chhṳ,搵醋,ùn chhò͘,ùn醋,沾醋
15333,vûn-chhùn,vûnchhùn,溫存,unchûn,溫存,溫存
15334,vún-chhung,vúnchhung,穩重（詔安）,tektiāⁿ,得定,穩重
15335,vún-soi,vúnsoi,穩睡,únún'á khùn,穩穩ákhùn,高枕無憂、高枕而臥
15336,vùn-chông,vùnchông,文章,bûnchiuⁿ,文章,文章
15337,vùn-fa,vùnfa,文化,bûnhòa,文化,文化
15338,vûn-fò,vûnfò,溫和,unhô,溫和,溫和
15339,vun-fù-chêu,vun fùchêu,搵胡椒,ùn hô͘chio,ùn胡椒,沾胡椒
15340,vùn-hien,vùnhien,文獻,bûnhiàn,文獻,文獻
15341,vùn-ho̍k,vùnho̍k,文學,bûnha̍k,文學,文學
15342,vùn-ho̍k-kâ,vùnho̍k kâ,文學家,bûnha̍k ka,文學家,文學家
15343,vùn-khien,vùnkhien,文件,bûnkiāⁿ,文件,文件
15344,vún-ku,vúnku,穩固,únkò͘,穩固,穩固
15345,vùn-mìn,vùnmìn,文明,bûnbêng,文明,文明
15346,vùn-ngá,vùnngá,文雅,bûnngá,文雅,文雅
15347,vûn-nôn,vûnnôn,溫暖,unloán,溫暖,溫暖
15348,vùn-pit,vùnpit,文筆,bûnpit,文筆,文筆
15349,vún-sí,vún sí,穩死,ún sí,穩死,穩死
15350,vùn-sû,vùnsû,文書,bûnsu,文書,文書
15351,vùn-sṳ,vùnsṳ,文字,bûnjī,文字,文字
15352,vùn-súi,vùnsúi,汶水,lôchúi,濁水,濁水
15353,vûn-súi,vûnsúi,溫水,lâlûn siochúi,lâlûn燒水,溫水
15354,vùn-sṳ̂n,vùnsṳ̂n,紋身,bûnsin,紋身,紋身
15355,vùn-thí,vùnthí,文體,bûnthé,文體,文體
15356,vún-thin,vúnthin,穩定,úntēng,穩定,穩定
15357,vun-tó,vun tó,搵到,ùn tio̍h,ùn tio̍h,沾到
15358,vún-tong,vúntong,穩當,úntàng,穩當,穩當
15359,vùn-vú,vùnvú,文武,bûnbú,文武,文武
15360,vún-vún,vúnvún,穩穩,únún,隱穩,很穩
15361,vún-yéng,vún yéng,穩贏,ún iâⁿ,穩贏,穩贏
15362,Vûn-yi̍t,Vûnyi̍t,瘟疫,une̍k,瘟疫,瘟疫
15363,vun-yù,vun yù,搵油,ùn iû,ùn油,沾油
15364,vûn-yù,vûnyù,溫柔,unjiû,溫柔,溫柔
15365,vu̍t-chú,vu̍tchú,物主,bu̍t chú,物主,物主
15366,vu̍t-chṳn,vu̍tchṳn,物證,bu̍tchèng,物證,物證
15367,vu̍t-chṳn,vu̍tchṳn,物證,bu̍tchèng,物證,物證
15368,vut-chut,vutchut,鬱啐,utchut,鬱卒,鬱悶
15369,pot-at,potat,發閼,utchut,鬱卒,生悶氣
15370,vu̍t-chṳt,vu̍tchṳt,物質,bu̍tchu,物質,物質
15371,vu̍t-phín,vu̍tphín,物品,bu̍tphín,物品,物品
15372,vu̍t-sán,vu̍tsán,物產,bu̍tsán,物產,物產
15373,yâ-ap,yâap,野鴨,iáah,野鴨,野鴨
15374,yá-chak,yá chak,這隻,chit ê,chit ê,這一個
15375,yâ-chhó,yâchhó,野草,iáchháu,野草,野草
15376,yá-chho-khièu,yáchho khièu,yá座橋,chit chō kiô,chit座橋,這座橋
15377,yâ-chhu,yâchhu,野畜,iásiù,野獸,野獸
15378,yà-è,yà'è,爺é,lāupē,老父,父親
15379,yâ-fâ,yâfâ,野花,iáhoe,野花,野花
15380,Yâ-fò-fà,Yâfòfà,耶和華,Iéhóbah,耶和華,耶和華
15381,yâ-fú-mak,yâ fúmak,野苦mak,iá khó͘chhài,野苦菜,野苦萵苣
15382,ya-he,ya he,抑係,ia̍h sī,ia̍h是,還是
15383,ya-he,ya he,也係,iā sī,也是,也是
15384,yâ-hèu,yâ hèu,野猴,iá kâu,野猴,野猴
15385,ya-hó,ya hó,也好,iā hó,也好,也好
15386,ya-kiên-phu,yakiên phu,夜間部,iākan pō͘,夜間部,夜間部
15387,yâ-kiéu,yâ kiéu,野狗,iá káu,野狗,野狗
15388,yâ-kôa,yâ kôa,野瓜,iá koe,野瓜,野瓜
15389,yâ-lì,yâ lì,野驢,iá lî'á,野驢á,野驢
15390,Yâ-li-mí-ôi-kô,Yâlimí ôikô,耶利米哀歌,Iâlībí aiko,耶利米哀歌,耶利米哀歌
15391,Yâ-li-mí-sû,Yâlimí sû,耶利米書,Iâlībí su,耶利米書,耶利米書
15392,yâ-lièn,yâ lièn,野蓮,iá liân,野蓮,野蓮
15393,Yâ-liú,Yâliú,野柳,Iáliú,野柳,野柳（地名）
15394,yâ-lu̍k,yâ lu̍k,野鹿,iá lo̍k,野鹿,野鹿
15395,yâ-mâ,yâmâ,野馬,iábé,野馬,野馬
15396,Yâ-màn,Yâmàn,野蠻,iábân,野蠻,野蠻
15397,yâ-me̍t,yâ me̍t,野蜜,iá bi̍t,野蜜,野蜜
15398,yâ-meu,yâ meu,野貓,iá niau,野貓,野貓
15399,yâ-mi,yâmi,野味,iábī,野味,野味
15400,yà-ngiòng,yéngiòng,爺娘,pēbú,父母,雙親
15401,yâ-ngiù-é,yêngiù'é,野牛é,iágû,野牛,野牛
15402,yâ-ngiù-kú,yâ ngiùkú,野牛牯,iá gû'á kiáⁿ,野小牛,野小牛
15403,yâ-ngoi,yêngoi,野外,iágōa,野外,野外
15404,yà-ôi,yàôi,爺ôi,pēbú,父母,父母
15405,ya-pân,yapân,夜班,iāpan,夜班,夜班
15406,yá-phién,yá phién,扡片,chit pêng,chit pêng,這邊
15407,yâ-sân-yòng,yâ sânyòng,野山羊,iá soaⁿiûⁿ,野山羊,野山羊
15408,yâ-sâng,yâsâng,野生,iáseng,野生,野生
15409,yâ-sîm,yâsîm,野心,iásim,野心,野心
15410,ya-sṳ,yasṳ,夜市,iāchhī,夜市,夜市
15411,Yâ-sû,Yâsû,耶穌,Iésu,耶穌,耶穌
15412,yá-têu,yátêu,yá兜,chiahê,chiahê,這些
15413,yâ-thi,yâthi,野地,iátē,野地,野地
15414,yâ-tiâu-é,yâtiâu'é,野鳥é,iáchiáu,野鳥,野鳥
15415,ya-voi,ya voi,也會,iā ē,也ē,也會
15416,ya-ya,yaya,夜夜,iāiā,夜夜,夜夜
15417,ya-yû,ya yû,也有,iā ū,也有,也有
15418,ya̍k-sú,ya̍ksú,揲手,ia̍tchhiú,ia̍t手,招手
15419,yâm-kê,yâmkê,閹雞,iamke,閹雞,割除睪丸的公雞
15420,yàm-kiuk-kê,yàmkiuk kê,鹽焗雞,iâmso͘ ke,鹽酥雞,鹽焗雞
15421,yàm-sâng,yàmsâng,鹽生,soah iâm lâi chheⁿchia̍h,soah鹽來生食,涼拌
15422,yàm-sôn,yàmsôn,鹽酸,iâmsng,鹽酸,鹽酸
15423,Yàm-súi,Yàmsúi,鹽水,Iâmchúi,鹽水,地名
15424,yâm-thet,yâm thet,閹掉,iam tiāu,閹掉,去勢
15425,yàm-thi,yàm thi,鹽地,iâm tē,鹽地,鹽地
15426,yén-chhàn,yénchhàn,延纏,iânchhiân,延chhiân,拖延
15427,yén-chhong-fi,yénchhong fi,演唱會,iánchhiùⁿ hōe,演唱會,演唱會
15428,yén-chhu,yénchhu,援助,oānchō͘,援助,援助
15429,yén-chṳ̂,yénchṳ̂,胭脂,ianchi,胭脂,胭脂
15430,yên-hiûn,yênhiûn,煙薰,ianhun,煙薰,煙薰
15431,yên-kâ-lò-chai,yênkâ lòchai,冤家羅債,oanke lôchè,冤家勞債,爭鬥不休
15432,yén-khiên-é,yénkhiên'é,圓圈é,îⁿkho͘'á,圓箍á,圓圈
15433,yén-kóng,yénkóng,演講,kángián,講演,演講
15434,yen-than,yenthan,歎息,oànthàn,怨嘆,怨恨悲嘆
15435,yên-vóng,yênvóng,冤枉,oanóng,冤枉,冤枉
15436,yéng-chho,yéngchho,營造,êngchō,營造,營造
15437,yéng-chhui,yéngchhui,營隊,iâⁿtūi,營隊,營隊
15438,yéng-chiak,yéngchiak,影跡,iáⁿchiah,影跡,蹤跡
15439,yáng-tó,yáng tó,影著,iáⁿ tio̍h,影tio̍h,看到、瞥見
15440,yéng-chong,yéngchong,營帳,iâⁿtiùⁿ,營帳,營帳
15441,yéng-chûng,yéng chûng,營中,iâⁿ tiong,營中,營中
15442,yéng-é,yéng'é,影é,影,影,影子
15443,yéng-fòng,yéngfòng,營房,iâⁿpâng,營房,營房
15444,yéng-hióng,yénghióng,影響,énghióng,影響,影響
15445,yéng-hióng-li̍t,yénghióng li̍t,影響力,énghiáng la̍t,影響力,影響力
15446,yéng-khì,yéng khì,贏棋,iâⁿ kî,贏棋,贏棋
15447,yéng-khiù,yéng khiù,贏球,iâⁿ kiû,贏球,贏球
15448,yéng-mùn,yéng mùn,營門,iâⁿ mn̂g,營門,營門
15449,yéng-ngoi,yéng ngoi,營外,iâⁿ gōa,營外,營外
15450,yéng-phién,yéngphién,影片,iáⁿphìⁿ,影片,影片
15451,yéng-phìn,yéngphìn,影評,iáⁿphêng,影評,影評
15452,yéng-siong,yéngsiong,影像,iáⁿsiōng,影像,影像
15453,yéng-thi,yéngthi,營地,iâⁿtē,營地,營地
15454,yéng-tú,yéngtú,營肚,iâⁿ lāi,營內,營內
15455,ya̍p-é,ya̍p'é,葉é,hio̍h'á,葉á,葉子
15456,ya̍p-sa̍p-hèu,ya̍psa̍phèu,葉煠猴,kepô lāukâu,加婆老猴,愛管閒事者
15457,ya̍p-sa̍p-kú,ya̍psa̍pkú,葉煠牯,kepô lāukâu,加婆老猴,愛管閒事的男子
15458,ya̍p-sa̍p-mà,ya̍psa̍p mà,葉煠mà,kepô chabó͘ lâng,加婆chabó͘人,愛管閒事的女子
15459,yâu-kúi,yâukúi,枵鬼,iaukúi,iau鬼,餓鬼
15460,yâu-ngo,yâungo,枵餓,iaugō͘,iau餓,餓肚子
15461,yâu-tó,yâu tó,枵到,iau tio̍h,iau tio̍h,餓到
15462,ye-fôi,ye fôi,ye灰,iā hu,掖灰,撒灰
15463,yè-lò,yèlò,蝓螺,gio̍klê,玉螺,蛞蝓
15464,sân-fù-khì,sânfùkhì,山湖蜞,nńgkhî,軟蜞,蛞蝓
15465,yen,yen,縣,koān,縣,縣
15466,yèn-chhak,yènchhak,圓尺,îⁿchhioh,圓尺,圓規
15467,yen-chhiáng,yenchhiáng,宴請,chhiáⁿtoh,請桌,宴請
15468,yén-chhîn,yénchhîn,遠親,oánchhin,遠親,遠親
15469,yèn-chhin,yènchhin,緣盡,iân chīn,緣盡,緣盡
15470,yèn-chhòng,yènchhòng,延長,iântn̂g,延長,延長
15471,yèn-chhû,yènchhû,圓柱,îⁿthiāu,圓柱,圓柱
15472,yèn-chhṳ̀,yènchhṳ̀,延遲,iântî,延遲,延遲
15473,yèn-sṳ̀,yènsṳ̀,延時,iánsī,"""延時",
15474,延時,,,,,
15475,yèn-chhui-sien,yènchhuisien,鉛垂線,chînsòaⁿ,繩線,鉛垂線
15476,yên-chhûng,yênchhûng,煙囪,iantâng,煙筒,煙囪
15477,yén-chiuk,yénchiuk,遠足,oánchiok,遠足,遠足
15478,yèn-chú,yènchú,園主,hn̂gchú,園主,園主
15479,yèn-chû,yènchû,圓周,îⁿkèng,圓徑,圓周
15480,yên-chṳ́,yênchṳ́,胭脂,ianchi,胭脂,胭脂
15481,yèn-chûng,yèn chûng,園中,hn̂g ni̍h,園裡,園中
15482,yen-é,yen'é,燕é,ìⁿ'á,燕á,燕子
15483,yèn-é,yèn'é,園é,hn̂g'á,園á,園子
15484,yen-fi,yenfi,宴會,iànhōe,宴會,宴會
15485,yen-fi-thâng,yenfi thâng,宴會廳,iànhōe thiaⁿ,宴會廳,宴會廳
15486,yên-fó,yênfó,煙火,ianhóe,煙火,煙火
15487,yén-fông,yénfông,遠方,oánhong,遠方,遠方
15488,yen-hen,yenhen,怨恨,oànhūn,怨恨,怨恨
15489,yèn-heu,yènheu,然後,jiânāu,然後,然後
15490,yèn-hìn,yèn hìn,圓形,îⁿ hêng,圓形,圓形
15491,yèn-hói,yènhói,沿海,iânhái,沿海,沿海
15492,Yén-hòng,Yén hòng,遠航,Oán hâng,遠航,遠東航空
15493,yèn-hong,yèn hong,園項,hn̂g ni̍h,園裡,園裡
15494,yên-kâ,yênkâ,冤家,oanke,冤家,吵架
15495,yên-kâ-lò-chai,yênkâ lòchai,冤家羅債,oanke lôchè,冤家勞債,吵架結怨
15496,yèn-khì,yènkhì,延期,iânkî,延期,延期
15497,yèn-khiên-é,yènkhiên'é,圓圈é,îⁿkho͘'á,圓箍á,圓圈
15498,yèn-khiông,yèn khiông,圓框,îⁿ kheng,圓框,圓框
15499,yén-khiûn,yénkhiûn,遠近,hn̄gkīn,遠近,遠近
15500,yén-kien,yénkien,遠見,oánkiàn,遠見,遠見
15501,yèn-koi,yèn koi,鉛蓋,iân kòa,鉛蓋,鉛蓋
15502,yén-kóng,yénkóng,演講,iánkáng,演講,演講
15503,yén-kú,yénkú,遠古,oánkó͘,遠古,遠古
15504,yèn-ku,yènku,緣故,iânkò͘,緣故,緣故
15505,yèn-kûi,yènkûi,圓規,îⁿkui,圓規,圓規
15506,yèn-kûng,yènkûng,員工,oânkang,員工,員工
15507,yén-li,yénli,遠慮,oánlū,遠慮,深遠的謀慮
15508,yén-lì,yénlì,遠離,oánlî,遠離,遠離
15509,yén-yén-khon,yén yén khon,遠遠看,hn̄ghn̄g khòaⁿ,遠遠看,遠遠看
15510,yén-lu,yénlu,遠路,hn̄glō͘,遠路,遠路
15511,yèn-mân,yènmân,圓滿,oânboán,圓滿,圓滿
15512,yen-mùn,yenmùn,院門,īⁿ mn̂g,院門,院門
15513,thìn-yen,thìnyen,庭院,têngīⁿ,庭院,庭院
15514,yèn-ngan,yènngan,沿岸,iânhōaⁿ,沿岸,沿岸
15515,yen-ngièn,yenngièn,怨言,oàngiân,怨言,怨言
15516,yen-hi,yenhi,怨氣,oànkhì,怨氣,怨氣
15517,yen-nui,yen nui,院內,īⁿ lāi,院內,院內
15518,yèn-pán,yènpán,圓粄,îⁿ'á,圓á,湯圓
15519,yèn-pit,yènpit,鉛筆,iânpit,鉛筆,鉛筆
15520,yen-sâng,yensâng,怨聲,oànsiaⁿ,怨聲,怨聲
15521,yèn-sien,yènsien,鉛線,iânsòaⁿ,鉛線,鐵絲
15522,yèn-si̍t,yènsi̍t,筵席,iânsia̍h,筵席,筵席
15523,yên-sù,yênsù,冤仇,oansiû,冤仇,冤仇
15524,yèn-sṳ̂-é,yènsṳ̂'é,芫荽é,iânsui,香菜,香菜
15525,yèn-sṳ̂n,yènsṳ̂n,圓身,,身體,身體
15526,yèn-táng,yèn táng,圓頂,îⁿ téng,圓頂,圓頂
15527,yèn-tàu,yèntàu,緣投,iântâu,緣投,英俊
15528,yen-than,yenthan,怨嘆,oànthàn,怨嘆,怨嘆
15529,yèn-thi,yènthi,園地,hn̂gtē,園地,園地
15530,yen-tú,yen tú,院肚,īⁿ ni̍h,院裡,院內
15531,yèn-tú,yèn tú,園肚,hn̂g ni̍h,園裡,園內
15532,yèn-va̍t,yènva̍t,圓滑,îⁿku̍t,圓滑,圓滑
15533,va̍t-theù,va̍ttheù,滑頭,káukoài,狡怪,滑頭
15534,yên-vóng,yênvóng,冤枉,oanóng,冤枉,冤枉
15535,yên-vu,yênvu,煙霧,ianbū,煙霧,煙霧
15536,yên-hàm,yên hàm,煙涵,iantâng,煙筒,煙囪
15537,yén-yòng,yényòng,遠洋,oániûⁿ,遠洋,遠洋
15538,yòng-sòn,yòng sòn,洋船,seiûⁿ chûn,西洋船,西洋船隻
15539,yên-yùn,yênyùn,煙雲,ianhûn,煙雲,煙雲
15540,yùn-yên,yùnyên,雲煙,hûnian,雲煙,雲煙
15541,yet-chhut,yet chhut,挖出,ó͘ chhut,挖出,挖出
15542,yet-chiáng,yet chiáng,挖井,ó͘ chéⁿ,挖井,挖井
15543,yet-fut-lé,yet futlé,挖堀lé,ó͘ khut'á,挖窟á,挖坑
15544,ye̍t-hióng,ye̍t hióng,越響,jú hiáng,jú響,越響
15545,ye̍t-hiûng,ye̍t hiûng,越兇,jú hiông,jú雄,越兇
15546,ye̍t-lòi-ye̍t-hòn,ye̍t lòi ye̍t hòn,越來越寒,jú lâi jú koâⁿ,jú來jú寒,越來越冷
15547,yet-hó,yet hó,挖好,ó͘ hó,挖好,挖好
15548,ye̍t-hó,ye̍t hó,越好,jú hó,jú好,越好
15549,ye̍t-lòi-ye̍t-hó,ye̍t lòi ye̍t hó,越來越好,jú lâi jú hó,jú來jú好,越來越好
15550,ye̍t-khièn,ye̍tkhièn,越權,oa̍tkoân,越權,越權
15551,ye̍t-khiòng,ye̍t khiòng,越強,jú kiông,jú強,越強
15552,ye̍t-lòi-ye̍t-khiòng,ye̍t lòi ye̍t khiòng,越來越強,jú lâi jú kiông,jú來jú強,越來越強
15553,ye̍t-khip,ye̍tkhip,越級,oa̍tkip,越級,越級
15554,tén-khip,ténkhip,等級,téngkip,等級,等級
15555,yet-khôi,yet khôi,挖開,ó͘ khui,挖開,挖開
15556,yet-khûng,yet khûng,挖空,ó͘ khang,挖洞,挖洞
15557,ye̍t-ko,ye̍t ko,越過,chhiauoa̍t kòe,超越過,越過
15558,yet-lé,yetlé,挖lé,thuh'á,托á,鏟子
15559,ye̍t-liâng,ye̍t liâng,越嶺,oa̍t niá,越嶺,越嶺
15560,ye̍t-lòi-ye̍t-tô,ye̍t lòi ye̍t tô,越來越多,jú lâi jú chē,愈來愈chē,越來越多
15561,yet-nài,yet nài,挖泥,ó͘ thô͘,挖土,挖泥
15562,Ye̍t-nàm,Ye̍tnàm,越南,Oa̍tlâm,越南,越南（國名）
15563,ye̍t-na̍p,ye̍tna̍p,悅納,oa̍tla̍p,悅納,悅納
15564,ye̍t-ngie̍t,ye̍t ngie̍t,越熱,jú joa̍h,jú熱,越熱
15565,ye̍t-lòi-ye̍t-ngie̍t,ye̍t lòi ye̍t ngie̍t,越來越熱,jú lâi jú joa̍h,jú來jú熱,越來越熱
15566,ye̍t-sien,ye̍t sien,越線,oa̍t sòaⁿ,越線,越線
15567,chhêu-ko-sien,chhêuko sien,超過線,chhiaukòe sòaⁿ,超過線,越線
15568,yet-sûng,yet sûng,挖鬆,ó͘ sang,挖鬆,挖鬆
15569,ye̍t-thai,ye̍t thai,越大,jú tōa,jú大,越大
15570,ye̍t-lòi-ye̍t-thai,ye̍t lòi ye̍t thai,越來越大,jú lâi jú tōa,jú來jú大,越來越大
15571,ye̍t-lòi-ye̍t-tô,ye̍t lòi ye̍t tô,越來越多,jú lâi jú chē,jú來jú chē,越來越多
15572,yêu-chhiáng,yêuchhiáng,邀請,iauchhiáⁿ,邀請,邀請
15573,yèu-chhòn,yèuchhòn,謠傳,iâuthoân,謠傳,謠傳
15574,yêu-chîn,yêuchîn,妖精,iauchiaⁿ,妖精,妖精
15575,yèu-chióng,yèu chióng,搖槳,kò chiúⁿ,划槳,划槳
15576,yêu-é,yêu'é,腰é,iochí,腰chí,腎臟
15577,yêu-é-phiang,yêu'é phiang,腰é病,iochí pēⁿ,腰chí病,腎臟病
15578,yêu-khiàm-poi-tiau,yêukhiàm poitiau,腰khiàm背吊,iosng kutthiàⁿ,腰酸骨痛,勞累不堪
15579,yêu-khiù,yêukhiù,要求,iaukiû,要求,要求
15580,yêu-kiêu,yêukiêu,妖驕,iaukiau,妖驕,妖驕
15581,yeu-kín,yeukín,要緊,iàukín,要緊,要緊
15582,yêu-koai,yêukoai,妖怪,iaukoài,妖怪,妖怪
15583,yêu-kut,yêukut,腰骨,iochiahkut,腰脊骨,腰骨
15584,yèu-mî,yèu mî,搖尾,iô bóe,搖尾,搖尾
15585,yèu-ngièn,yèungièn,謠言,iâugiân,謠言,謠言
15586,yèu-pái,yèupái,搖擺,iôpái,搖擺,搖擺
15587,yeu-phò,yeuphò,鷂婆,la̍hhio̍h,la̍hhio̍h,老鷹
15588,yêu-phu,yêuphu,腰部,iopō͘,腰部,腰部
15589,yeu-sai,yeusai,要塞,iàusài,要塞,要塞
15590,yêu-su,yêusu,夭壽,iáusiū,夭壽,短命
15591,yéu-súi,yéu súi,舀水,iúⁿ chúi,舀水,舀水
15592,yêu-sṳ̂n,yêusṳ̂n,腰身,iosin,腰身,腰身
15593,yêu-tai,yêutai,腰帶,iotòa,腰帶,腰帶
15594,yèu-thèu,yèu thèu,搖頭,iô thâu,搖頭,搖頭
15595,yéu-thông,yéuthông,舀湯,iúⁿ thng,舀湯,舀湯
15596,yèu-thung,yèuthung,搖動,iôtāng,搖動,搖動
15597,yèu-thûng,yèuthûng,搖動,iôtāng,搖動,搖動
15598,yêu-vì,yêuvì,腰圍,io'ûi,腰圍,腰圍
15599,yeu-vú,yeuvú,耀武,iāubú,耀武,耀武
15600,yèu-yèu,yèuyèu,搖搖,iôiô,搖搖,不穩固
15601,yî-chhièn,yîchhièn,以前,íchêng,以前,以前
15602,yí-chhiòng,yí chhiòng,倚牆,óa chhiûⁿ,靠牆,靠牆
15603,vá-pen,vápen,偎凴,óakhò,óa靠,倚靠、依靠
15604,yí-chhiu,yíchhiu,宇宙,útiū,宇宙,宇宙
15605,yî-chhṳ,yîchhṳ,醫治,itī,醫治,醫治
15606,yì-chîn,yìchîn,遺精,ûicheng,遺精,遺精
15607,yì-chón,yìchón,移轉,îchoán,移轉,移轉
15608,yi-chṳ,yichṳ,意志,ìchì,意志,意志
15609,yí-chûng,yí chûng,雨中,hō͘ tiong,雨中,雨中
15610,yi-fòng,yifòng,預防,īhông,預防,預防
15611,Yî-fut-só-sû,Yîfutsó sû,以弗所書,Íhutsó͘ su,以弗所書,以弗所書
15612,yî-ha,yîha,以下,íhā,以下,以下
15613,yí-heu,yí heu,雨後,hō͘ āu,雨後,雨後
15614,yî-heu,yîheu,以後,íāu,以後,以後
15615,yi-hiong,yihiong,意向,ìhiòng,意向,意向
15616,yi-hiông,yihiông,異鄉,īhiong,異鄉,異鄉
15617,yî-hó,yî hó,醫好,i hó,醫好,醫好
15618,yi-kau,yikau,異教,īkâu,異教,異教
15619,yi-kau-thù,yikauthù,異教徒,īkâutô͘,異教徒,異教徒
15620,yí-khiun,yí khiun,倚近,óa kīn,óa近,倚近
15621,yí-kho,yíkho,倚靠,óakhò,óa靠,倚靠
15622,yî-kho,yîkho,依靠,ikhò,依靠,依靠
15623,yi-kien,yikien,意見,ìkiàn,意見,意見
15624,yí-kîn,yíkîn,已經（詔安）,íkeng,已經,已經
15625,yi-ko,yiko,預告,īkò,預告,預告
15626,yí-kui,yíkui,雨季,hō͘kùi,雨季,雨季
15627,yì-kûi,yìkûi,于歸,chhutkè,出嫁,女子出嫁
15628,yí-lai,yílai,倚賴,ināi,依賴,倚賴
15629,yì-leu-chṳn,yìleu chṳn,遺漏症,bāngsia̍p,夢泄,遺漏症
15630,yi-liau,yiliau,預料,īliāu,預料,預料
15631,yí-lìm,yí lìm,雨淋,hō͘ lâm,雨淋,雨淋
15632,yî-mâ-nui-li,yîmânuili,以馬內利,ímálōelī,以馬內利,以馬內利
15633,yì-mìn,yìmìn,移民,îbîn,移民,移民
15634,yí-mô,yímô,羽毛,úmô͘,羽毛,羽毛
15635,yí-mô-é,yímô'é,雨毛é,mn̂gmn̂g'á hō͘,毛毛á雨,毛毛雨
15636,yí-mô-khiù,yímôkhiù,羽毛球,úmo͘ kiû,羽毛球,羽毛球
15637,yì-ńg,yìńg,兒女,jîlú,兒女,兒女
15638,yi-ngi,yingi,意義,ìgī,意義,意義
15639,yi-ngiam,yingiam,意念,ìliām,意念,意念
15640,yi-ngien,yingien,意願,ìgoān,意願,意願
15641,yi-ngièn,yingièn,預言,īgiân,預言,預言
15642,yì-ngièn,yìngièn,遺言,ûigiân,遺言,遺言
15643,yi-ngoi,yingoi,意外,ìgōa,意外,意外
15644,yî-ngoi,yîngoi,以外,ígōa,以外,以外
15645,yî-nui,yînui,以內,ílāi,以內,以內
15646,yì-oi,yìoi,遺愛,ûiài,遺愛,遺愛
15647,yi-pâng,yipâng,異邦,īpang,異邦,異邦
15648,yî-pet,yî pet,以北,í pak,以北,以北
15649,yi-phi,yiphi,預備,īpī,預備,預備
15650,Yi-phi-ngit,Yphi ngit,預備日,Īpī ji̍t,預備日,預備日
15651,yî-phiang,yî phiang,醫病,i pēⁿ,醫病,醫病
15652,yí-piak,yí piak,倚壁,óa piah,óa壁,靠著牆壁
15653,yì-sân,yì sân,移山,î san,移山,移山
15654,Yî-sên,Yîsên,醫生,iseng,醫生,醫生
15655,yî-sên,yîsên,醫生,iseng,醫生,醫生
15656,Yî-sî-kiet-sû,Yîsîkiet sû,以西結書,Ichekêl su,以西結書,以西結書
15657,yi-siên,yisiên,預先,īsian,預先,預先
15658,yi-siong,yisiong,異象,īsiōng,異象,異象
15659,yí-siòng,yí siòng,倚牆(南四縣）,óa chhiûⁿ,靠牆,靠牆
15660,yi-siong-sû,yisiong sû,異象書,īsiōng su,異象書,異象書
15661,yi-soi,yisoi,預賽,īsài,預賽,預賽
15662,Yî-soi-â-sû,Yîsoiâ sû,以賽亞書,Ísàia su,以賽亞書,以賽亞書
15663,Yì-sok-ngi-ngiàn,Yìsok ngingiàn,伊索寓言,Isoh gūgiân,伊索寓言,伊索寓言
15664,yi-son,yison,預算,īsǹg,預算,預算
15665,yi-sòng,yisòng,異常,kohiūⁿ,koh樣,異常
15666,yî-song,yîsong,以上,ísiōng,以上,以上
15667,yî-sòng,yîsòng,衣裳,ichiûⁿ,衣裳,衣裳
15668,yi-sṳ,yisṳ,意思,ìsù,意思,意思
15669,yí-sṳ,yísṳ,倚恃,sìnnāi,信賴,信賴
15670,Yî-sṳ̂-lâ-ki,Yîsṳ̂lâ ki,以斯拉記,Echula̍h kì,以斯拉記,以斯拉記
15671,Yî-sṳ̂-thiap-ki,Yîsṳ̂thiap ki,以斯帖記,Êsutel kì,以斯帖記,以斯帖記
15672,yí-súi,yísúi,雨水,hō͘chúi,雨水,雨水
15673,yí-sun,yísun,雨順,úsūn,雨順,雨順
15674,fûng-thiàu-yí-sun,fûngthiàu yísun,風調雨順,hongtiāu úsūn,風調雨順,風調雨順
15675,yì-sṳt,yìsṳt,遺失,ûisit,遺失,遺失
15676,yî-sṳ̍t,yîsṳ̍t,衣食,isi̍t,衣食,衣食
15677,sṳ̍t-chok,sṳ̍t-chok,食著,isi̍t,衣食,衣食
